subject,Cluster,phase,muscle,n_points,mean_IMF,SD_IMF,CV_IMF
631,1,CoolDown,MTR,8,43.644092674791075,13.695794699239794,31.3806379280065
631,1,CoolDown,SCML,8,93.5409206898101,47.48504522709421,50.76392756979461
631,1,CoolDown,SCMR,8,49.27155448099623,13.672938428003174,27.750166545439015
631,1,CoolDown,STL,8,62.52735340227948,24.476426988127994,39.14515113194554
631,1,CoolDown,STR,8,73.03194877386244,7.214258521951245,9.87822267250408
631,1,CoolDown,UTL,8,47.39573387892785,18.890890244456315,39.857786130525994
631,1,CoolDown,UTR,8,86.78796652236392,11.81012913110847,13.608026094337838
631,1,Warmup,MTL,13,58.3332130884185,15.311298303280713,26.24799405455796
631,1,Warmup,MTR,13,42.018383042581135,5.356469590182041,12.747919368419847
631,1,Warmup,SCML,13,65.41323367434792,28.33064101575205,43.31025913929406
631,1,Warmup,SCMR,13,56.871034923933074,32.179915024677925,56.584015162937774
631,1,Warmup,STL,13,63.9510555098625,18.74524785371559,29.311866245623904
631,1,Warmup,STR,13,68.6454169853157,5.0111587014177195,7.3000630216722
631,1,Warmup,UTL,13,48.79057664651363,18.465931040909652,37.84733100142433
631,1,Warmup,UTR,13,62.71974758187477,19.13681808404007,30.511631219591152
632,0,CoolDown,MTR,8,54.77396149219249,29.073000488041885,53.07814095605622
632,0,CoolDown,SCML,8,187.0818410783561,69.16160049687267,36.968633672952514
632,0,CoolDown,SCMR,8,69.65547157797081,45.851854926268956,65.8266377178186
632,0,CoolDown,STL,8,84.16181754393959,34.413715359255,40.88993841095237
632,0,CoolDown,STR,8,92.5404828863526,15.191224216943024,16.415760695347902
632,0,CoolDown,UTL,8,75.40798808171705,53.31480600401087,70.7018014407644
632,0,CoolDown,UTR,8,112.4241812362581,62.06155818895843,55.20303328563878
632,0,Warmup,MTR,30,58.55895097436972,13.575004186022733,23.18177487838586
632,0,Warmup,SCML,30,128.62293502741687,72.44796315847395,56.32585132894936
632,0,Warmup,SCMR,30,95.94197149957955,29.21876889576247,30.454626311166137
632,0,Warmup,STL,30,87.90512230548894,20.96352739030046,23.84790196576686
632,0,Warmup,STR,30,89.83930177958544,16.995057054760007,18.917174018622955
632,0,Warmup,UTL,30,55.42424630945471,20.11129402361649,36.28609383576904
632,0,Warmup,UTR,30,55.624333841257794,8.75163616397579,15.733466919264943
