subject,phase,angle,muscle,r,p,n
subject_583,Second_threshold,Sagittal,MTR,-0.44283618472234226,0.00044440548308655794,59
subject_583,Second_threshold,Sagittal,SCML,-0.3899743520380878,0.0022638835822281,59
subject_583,Second_threshold,Sagittal,SCMR,-0.3685364510881474,0.004078131513517276,59
subject_583,Second_threshold,Sagittal,STL,0.5657223861789801,3.025297358541945e-06,59
subject_583,Second_threshold,Sagittal,STR,0.3417238057405013,0.008074699697529206,59
subject_583,Second_threshold,Sagittal,UTL,-0.4906591945337475,7.971801396704472e-05,59
subject_583,Second_threshold,Sagittal,UTR,-0.5562555068421119,4.778295777968652e-06,59
subject_583,Second_threshold,Frontal,MTL,-0.35357427277145287,0.006012623438330435,59
subject_583,Second_threshold,Frontal,MTR,-0.24391899997986088,0.06264277161699919,59
subject_583,Second_threshold,Frontal,SCML,-0.18200412871782193,0.16769674454757852,59
subject_583,Second_threshold,Frontal,SCMR,-0.19814727480204192,0.1324800106744,59
subject_583,Second_threshold,Frontal,STL,-0.3402857073972474,0.008362685937587528,59
subject_583,Second_threshold,Frontal,STR,-0.06358824616101295,0.6323194353947408,59
subject_583,Second_threshold,Frontal,UTL,-0.19982064970101596,0.12917577834570013,59
subject_583,Second_threshold,Frontal,UTR,-0.24263936035123365,0.06407639135548514,59
subject_583,Second_threshold,Horizontal,MTL,,,59
subject_583,Second_threshold,Horizontal,MTR,,,59
subject_583,Second_threshold,Horizontal,SCML,,,59
subject_583,Second_threshold,Horizontal,SCMR,,,59
subject_583,Second_threshold,Horizontal,STL,,,59
subject_583,Second_threshold,Horizontal,STR,,,59
subject_583,Second_threshold,Horizontal,UTL,,,59
subject_583,Second_threshold,Horizontal,UTR,,,59
subject_583,Vo2max,Sagittal,MTL,0.2798330752240809,0.031830293037131446,59
subject_583,Vo2max,Sagittal,MTR,0.5247433673517831,1.9864686052003383e-05,59
subject_583,Vo2max,Sagittal,SCML,0.3812654271606369,0.0028889175794034366,59
subject_583,Vo2max,Sagittal,SCMR,0.18564374456655008,0.1592148732755314,59
subject_583,Vo2max,Sagittal,STL,0.5741221389760086,1.9925996882417893e-06,59
subject_583,Vo2max,Sagittal,STR,0.09328770975142811,0.48220549209796537,59
subject_583,Vo2max,Sagittal,UTL,0.546352215068045,7.594758699188544e-06,59
subject_583,Vo2max,Sagittal,UTR,0.5049077074175232,4.540169702405076e-05,59
subject_583,Vo2max,Frontal,MTL,0.2752205784988791,0.0348835307018581,59
subject_583,Vo2max,Frontal,MTR,0.1070406122218806,0.41970972986668725,59
subject_583,Vo2max,Frontal,SCML,0.190803396982409,0.14773807526139288,59
subject_583,Vo2max,Frontal,SCMR,0.3020975881179102,0.020049088726905903,59
subject_583,Vo2max,Frontal,STL,-0.06399065420600634,0.6301619762395386,59
subject_583,Vo2max,Frontal,STR,-0.031551272161471355,0.8124833306481338,59
subject_583,Vo2max,Frontal,UTL,0.11484663066775573,0.3864079178762444,59
subject_583,Vo2max,Frontal,UTR,0.044639207280303926,0.737088532200138,59
subject_583,Vo2max,Horizontal,MTL,-0.35235109767626854,0.006201591785331589,59
subject_583,Vo2max,Horizontal,MTR,-0.299843875277452,0.021041917883114897,59
subject_583,Vo2max,Horizontal,SCML,-0.380447067556337,0.002954876299251216,59
subject_583,Vo2max,Horizontal,SCMR,-0.3806773623914195,0.002936180950450578,59
subject_583,Vo2max,Horizontal,STL,-0.2331351380485463,0.07556733454027516,59
subject_583,Vo2max,Horizontal,STR,-0.07745582953275708,0.5598280009782503,59
subject_583,Vo2max,Horizontal,UTL,-0.37131203909806343,0.0037871604159677255,59
subject_583,Vo2max,Horizontal,UTR,-0.3717726287682284,0.0037406946544060607,59
subject_583,WanT,Sagittal,MTL,-0.315115098518316,0.08985951140139588,30
subject_583,WanT,Sagittal,MTR,-0.2096827399743033,0.2660959241069035,30
subject_583,WanT,Sagittal,SCML,-0.40305419577924145,0.027213021786353122,30
subject_583,WanT,Sagittal,SCMR,-0.48461061662606747,0.006649089546708088,30
subject_583,WanT,Sagittal,STL,0.6030447234210233,0.00041994815939888397,30
subject_583,WanT,Sagittal,STR,0.3621577876444562,0.04922087248810535,30
subject_583,WanT,Sagittal,UTL,0.20802797201509235,0.2699736089464322,30
subject_583,WanT,Sagittal,UTR,0.23899577239461176,0.20339483929124583,30
subject_583,WanT,Frontal,MTL,0.271379854844131,0.14688177038902442,30
subject_583,WanT,Frontal,MTR,0.03542817948356802,0.8525539220566375,30
subject_583,WanT,Frontal,SCML,0.18587984835712024,0.3253856688421508,30
subject_583,WanT,Frontal,SCMR,0.19367404784350517,0.30514044352311165,30
subject_583,WanT,Frontal,STL,-0.11053591998873223,0.5609095277832346,30
subject_583,WanT,Frontal,STR,0.055267959994366116,0.771759670937102,30
subject_583,WanT,Frontal,UTL,-0.13982321502848177,0.46116294153803483,30
subject_583,WanT,Frontal,UTR,-0.019839780510798093,0.9171220905703571,30
subject_583,WanT,Horizontal,MTL,-0.485062399941756,0.006591055673198935,30
subject_583,WanT,Horizontal,MTR,-0.16610077218849212,0.380361628974285,30
subject_583,WanT,Horizontal,SCML,-0.550359261472377,0.0016264259814221978,30
subject_583,WanT,Horizontal,SCMR,-0.5238794282249362,0.0029657516457378976,30
subject_583,WanT,Horizontal,STL,0.38425848928388484,0.03603849897800689,30
subject_583,WanT,Horizontal,STR,0.06228778957068455,0.7436789461148096,30
subject_583,WanT,Horizontal,UTL,0.10682205457774402,0.5742258178997174,30
subject_583,WanT,Horizontal,UTR,0.17181800891237137,0.3639441867402063,30
subject_583,Warmup,Sagittal,MTL,0.16459629390883102,0.2128546074396927,59
subject_583,Warmup,Sagittal,MTR,0.017412140196031885,0.8958596114862136,59
subject_583,Warmup,Sagittal,SCML,-0.1586506850614055,0.23007558291224497,59
subject_583,Warmup,Sagittal,SCMR,0.08909312849433039,0.5022004831732945,59
subject_583,Warmup,Sagittal,STL,-0.01971758036136015,0.8821632723739808,59
subject_583,Warmup,Sagittal,STR,0.250291931633204,0.055882815926343025,59
subject_583,Warmup,Sagittal,UTL,-0.21837978618681803,0.09658511148721571,59
subject_583,Warmup,Sagittal,UTR,0.0844519134246564,0.524811813072448,59
subject_583,Warmup,Frontal,MTL,0.1437366474992549,0.39603320383473634,37
subject_583,Warmup,Frontal,MTR,0.356539972229084,0.030306623183096685,37
subject_583,Warmup,Frontal,SCML,0.3252346176466191,0.049507834439059366,37
subject_583,Warmup,Frontal,SCMR,0.3421663074791585,0.03818026256347475,37
subject_583,Warmup,Frontal,STL,-0.4101366882457553,0.011697092960070354,37
subject_583,Warmup,Frontal,STR,0.04701893723280711,0.782285846401958,37
subject_583,Warmup,Frontal,UTL,0.1209580431921696,0.47576476500202813,37
subject_583,Warmup,Frontal,UTR,0.13813335446114838,0.4148932582808045,37
subject_583,Warmup,Horizontal,MTL,-0.022155636099045927,0.8677163835184171,59
subject_583,Warmup,Horizontal,MTR,-0.07250935450596847,0.5852326519636092,59
subject_583,Warmup,Horizontal,SCML,-0.3847024086288884,0.0026259597653155143,59
subject_583,Warmup,Horizontal,SCMR,-0.4229712346181495,0.0008452638852867285,59
subject_583,Warmup,Horizontal,STL,0.19537242741885952,0.13809905497013683,59
subject_583,Warmup,Horizontal,STR,-0.21148561730907475,0.10784821060850902,59
subject_583,Warmup,Horizontal,UTL,-0.1470328577482139,0.26645251135666576,59
subject_583,Warmup,Horizontal,UTR,-0.23364125340812067,0.07491676559384812,59
subject_584,Cooldown,Sagittal,MTL,-0.11978688569436784,0.35781977610292676,61
subject_584,Cooldown,Sagittal,MTR,0.19491208512394184,0.132247704426181,61
subject_584,Cooldown,Sagittal,SCML,-0.22912913830366816,0.07569216950014417,61
subject_584,Cooldown,Sagittal,SCMR,-0.1367322148922768,0.293366663686457,61
subject_584,Cooldown,Sagittal,STL,-0.10534391650642293,0.4190946781359367,61
subject_584,Cooldown,Sagittal,STR,-0.19787683774444276,0.12635018683745078,61
subject_584,Cooldown,Sagittal,UTL,-0.1810131072425109,0.16269256082541106,61
subject_584,Cooldown,Sagittal,UTR,0.5528855643754347,3.8289451963914266e-06,61
subject_584,Cooldown,Frontal,MTL,-0.36550566281218744,0.003772522768312498,61
subject_584,Cooldown,Frontal,MTR,-0.47937993169757404,9.276979865196366e-05,61
subject_584,Cooldown,Frontal,SCML,0.16363303425713824,0.2076373311470854,61
subject_584,Cooldown,Frontal,SCMR,-0.16772048205753332,0.196352538335081,61
subject_584,Cooldown,Frontal,STL,0.15745119171604488,0.2255626583567669,61
subject_584,Cooldown,Frontal,STR,-0.07796553325051096,0.5503451108850422,61
subject_584,Cooldown,Frontal,UTL,-0.027193351068744074,0.8352044022150196,61
subject_584,Cooldown,Frontal,UTR,-0.47106991385544855,0.0001273006095038046,61
subject_584,Cooldown,Horizontal,MTL,-0.04671077856339109,0.7207394767161169,61
subject_584,Cooldown,Horizontal,MTR,-0.14938472937457006,0.2505327756487318,61
subject_584,Cooldown,Horizontal,SCML,0.10336442795180556,0.4279366837260898,61
subject_584,Cooldown,Horizontal,SCMR,-0.13864780983782607,0.28659150204968764,61
subject_584,Cooldown,Horizontal,STL,-0.18466811126059055,0.15422872541453841,61
subject_584,Cooldown,Horizontal,STR,0.14144424225736388,0.27688724093709866,61
subject_584,Cooldown,Horizontal,UTL,0.3704064620891523,0.0032989744023236124,61
subject_584,Cooldown,Horizontal,UTR,-0.23065388882632365,0.07371217809685054,61
subject_584,Second_threshold,Sagittal,MTL,-0.06638626789971173,0.6173821669964444,59
subject_584,Second_threshold,Sagittal,MTR,-0.18661454033029382,0.15700683255744513,59
subject_584,Second_threshold,Sagittal,SCML,0.4112790196677384,0.001212198447981527,59
subject_584,Second_threshold,Sagittal,SCMR,0.5411911058628655,9.613411684106966e-06,59
subject_584,Second_threshold,Sagittal,STL,-0.705577569059773,4.369373503861848e-10,59
subject_584,Second_threshold,Sagittal,STR,-0.7537284707320951,5.593487294626103e-12,59
subject_584,Second_threshold,Sagittal,UTL,0.03399763540106423,0.7982386618855263,59
subject_584,Second_threshold,Sagittal,UTR,0.3288027227438595,0.011000843869174645,59
subject_584,Second_threshold,Frontal,MTL,-0.23253384301135457,0.07634607354815588,59
subject_584,Second_threshold,Frontal,MTR,-0.21623474186569885,0.099986714192105,59
subject_584,Second_threshold,Frontal,SCML,0.4705007197379277,0.00016964095860065267,59
subject_584,Second_threshold,Frontal,SCMR,0.5628622928966432,3.478453003799921e-06,59
subject_584,Second_threshold,Frontal,STL,-0.5672087198688182,2.812169812577818e-06,59
subject_584,Second_threshold,Frontal,STR,-0.685105551489061,2.1624542809370796e-09,59
subject_584,Second_threshold,Frontal,UTL,0.019015618003264977,0.8863301030203302,59
subject_584,Second_threshold,Frontal,UTR,0.306423101538327,0.018254748940537895,59
subject_584,Second_threshold,Horizontal,MTL,0.20444383868581983,0.12037078083242776,59
subject_584,Second_threshold,Horizontal,MTR,0.2299993185215473,0.07969880466602344,59
subject_584,Second_threshold,Horizontal,SCML,-0.2964435660944388,0.02261860475987099,59
subject_584,Second_threshold,Horizontal,SCMR,-0.28366582617657504,0.02946592262714824,59
subject_584,Second_threshold,Horizontal,STL,0.4523319930923763,0.00032225209199823003,59
subject_584,Second_threshold,Horizontal,STR,0.4344431572073671,0.0005858962512542936,59
subject_584,Second_threshold,Horizontal,UTL,-0.18911055078438335,0.15143359235526146,59
subject_584,Second_threshold,Horizontal,UTR,-0.28622137416014776,0.027972602620242707,59
subject_584,Vo2max,Sagittal,MTL,-0.0581917101894826,0.6615409090790769,59
subject_584,Vo2max,Sagittal,MTR,-0.10789192618822524,0.4160001154589173,59
subject_584,Vo2max,Sagittal,SCML,0.1370814374688938,0.30052371366887104,59
subject_584,Vo2max,Sagittal,SCMR,-0.1999247382260979,0.1289723235848019,59
subject_584,Vo2max,Sagittal,STL,-0.11419810937399535,0.38911326162575743,59
subject_584,Vo2max,Sagittal,STR,-0.028003199592256372,0.8332496190490293,59
subject_584,Vo2max,Sagittal,UTL,0.02912707382338372,0.8266587885304701,59
subject_584,Vo2max,Sagittal,UTR,0.06065798975223427,0.6481206562117818,59
subject_584,Vo2max,Frontal,MTL,-0.015384722939177952,0.9079294055038051,59
subject_584,Vo2max,Frontal,MTR,-0.14403668143056458,0.2764264097878013,59
subject_584,Vo2max,Frontal,SCML,0.07045757172145264,0.5959211524845085,59
subject_584,Vo2max,Frontal,SCMR,0.11192943355749754,0.39866507349564606,59
subject_584,Vo2max,Frontal,STL,-0.2798235838937439,0.03183633896656897,59
subject_584,Vo2max,Frontal,STR,-0.36901038354115234,0.004027092262239138,59
subject_584,Vo2max,Frontal,UTL,0.1967126349723152,0.13536322809926385,59
subject_584,Vo2max,Frontal,UTR,0.07107073096902858,0.592717910790365,59
subject_584,Vo2max,Horizontal,MTL,0.015165859652283889,0.9092336487437661,59
subject_584,Vo2max,Horizontal,MTR,-0.11090360597958804,0.4030288407253773,59
subject_584,Vo2max,Horizontal,SCML,-0.1318022648131476,0.31969699379443356,59
subject_584,Vo2max,Horizontal,SCMR,-0.1754236549470363,0.1838623672521529,59
subject_584,Vo2max,Horizontal,STL,0.16359324209113102,0.21569445225889414,59
subject_584,Vo2max,Horizontal,STR,0.08265654092275686,0.5336926616254667,59
subject_584,Vo2max,Horizontal,UTL,-0.19501940487576053,0.13882655053159795,59
subject_584,Vo2max,Horizontal,UTR,-0.17943661437392927,0.17387576119076867,59
subject_584,WanT,Sagittal,MTL,-0.3434816807113201,0.058510804946049745,31
subject_584,WanT,Sagittal,MTR,0.03854026732390797,0.836914927287464,31
subject_584,WanT,Sagittal,SCML,0.248821375003476,0.17708362236813321,31
subject_584,WanT,Sagittal,SCMR,0.5997406511632697,0.0003626297680969561,31
subject_584,WanT,Sagittal,STL,-0.09736488587092541,0.6023192698194805,31
subject_584,WanT,Sagittal,STR,0.6227295825494604,0.00018313913540500524,31
subject_584,WanT,Sagittal,UTL,-0.4563979025199628,0.009859635236528178,31
subject_584,WanT,Sagittal,UTR,-0.5584958036762804,0.0010935455741489656,31
subject_584,WanT,Frontal,MTL,0.5859027726002508,0.0005338761848607261,31
subject_584,WanT,Frontal,MTR,0.20478155158843717,0.26912357277960874,31
subject_584,WanT,Frontal,SCML,-0.039818635031085,0.8315810361026951,31
subject_584,WanT,Frontal,SCMR,-0.711922188962366,7.0830816058224555e-06,31
subject_584,WanT,Frontal,STL,0.318111512830756,0.08115684441106298,31
subject_584,WanT,Frontal,STR,-0.7714313578000315,3.7762202491064274e-07,31
subject_584,WanT,Frontal,UTL,0.71673543055953,5.743775382769573e-06,31
subject_584,WanT,Frontal,UTR,0.7880589196811438,1.418753286902212e-07,31
subject_584,WanT,Horizontal,MTL,-0.12247448713915891,0.5115895893419118,31
subject_584,WanT,Horizontal,MTR,-0.08164965809277261,0.6623617732700395,31
subject_584,WanT,Horizontal,SCML,0.14288690166235207,0.44319152894255714,31
subject_584,WanT,Horizontal,SCMR,0.10206207261596578,0.5848353199240556,31
subject_584,WanT,Horizontal,STL,-0.20412414523193156,0.27069712852210576,31
subject_584,WanT,Horizontal,STR,-0.040824829046386304,0.8273879178698486,31
subject_584,WanT,Horizontal,UTL,-0.14288690166235207,0.44319152894255714,31
subject_584,WanT,Horizontal,UTR,-0.06123724356957946,0.7434783612034608,31
subject_584,Warmup,Sagittal,MTL,-0.5831097920316317,0.00012207533141148487,38
subject_584,Warmup,Sagittal,MTR,-0.20139938281995698,0.22531798228469335,38
subject_584,Warmup,Sagittal,SCML,-0.07989028149534026,0.6335124766417672,38
subject_584,Warmup,Sagittal,SCMR,0.34957577084483393,0.0314497706318307,38
subject_584,Warmup,Sagittal,STL,-0.4903879709106432,0.0017747226664555922,38
subject_584,Warmup,Sagittal,STR,-0.4708617149585698,0.002848862911484306,38
subject_584,Warmup,Sagittal,UTL,0.2398940016969017,0.146867031158286,38
subject_584,Warmup,Sagittal,UTR,0.3732304351982028,0.020999505653186316,38
subject_584,Warmup,Frontal,MTL,-0.5287829253147807,0.000642589350743259,38
subject_584,Warmup,Frontal,MTR,-0.39621689781989866,0.013794234887808617,38
subject_584,Warmup,Frontal,SCML,-0.18292630609628968,0.27164926263791095,38
subject_584,Warmup,Frontal,SCMR,0.3754803125134367,0.020178199927720505,38
subject_584,Warmup,Frontal,STL,-0.807615938453457,8.925218392533407e-10,38
subject_584,Warmup,Frontal,STR,-0.7491091441959393,6.29679227722652e-08,38
subject_584,Warmup,Frontal,UTL,0.5076760438421318,0.0011397924577706067,38
subject_584,Warmup,Frontal,UTR,0.6698657646319596,4.230401911777418e-06,38
subject_584,Warmup,Horizontal,MTL,0.42272352512626815,0.008192652119360386,38
subject_584,Warmup,Horizontal,MTR,0.4494218530289799,0.004645606637866567,38
subject_584,Warmup,Horizontal,SCML,0.24473467244152367,0.13863994206963953,38
subject_584,Warmup,Horizontal,SCMR,-0.02224860658559306,0.8945220767124269,38
subject_584,Warmup,Horizontal,STL,0.3693268693208448,0.022490612308076165,38
subject_584,Warmup,Horizontal,STR,0.29813132824694705,0.06906340614065838,38
subject_584,Warmup,Horizontal,UTL,0.13794136083067698,0.40887147352120484,38
subject_584,Warmup,Horizontal,UTR,0.08454470502525363,0.6137948472727909,38
subject_585,Cooldown,Sagittal,MTL,-0.01947046501818234,0.8932385911593184,50
subject_585,Cooldown,Sagittal,MTR,0.21742019270303614,0.1293382623738624,50
subject_585,Cooldown,Sagittal,SCML,-0.07463678256969898,0.6064603598292153,50
subject_585,Cooldown,Sagittal,SCMR,-0.01947046501818234,0.8932385911593184,50
subject_585,Cooldown,Sagittal,STL,-0.05516631755151663,0.7035680604235725,50
subject_585,Cooldown,Sagittal,STR,-0.02271554252121273,0.875575356963909,50
subject_585,Cooldown,Sagittal,UTL,0.032450775030303906,0.8229777162801998,50
subject_585,Cooldown,Sagittal,UTR,0.34397821532122136,0.014448212102575693,50
subject_585,Cooldown,Frontal,MTL,-0.03464794643376185,0.8112041043701134,50
subject_585,Cooldown,Frontal,MTR,0.20293797196917657,0.1575235823841472,50
subject_585,Cooldown,Frontal,SCML,-0.014849119900183652,0.9184796768849433,50
subject_585,Cooldown,Frontal,SCMR,-0.03464794643376185,0.8112041043701134,50
subject_585,Cooldown,Frontal,STL,-0.23263621176954385,0.10399813567838581,50
subject_585,Cooldown,Frontal,STR,-0.20293797196917657,0.1575235823841472,50
subject_585,Cooldown,Frontal,UTL,-0.06434618623412916,0.6570797003265983,50
subject_585,Cooldown,Frontal,UTR,0.16334031890202014,0.2570423152720466,50
subject_585,Cooldown,Horizontal,MTL,,,50
subject_585,Cooldown,Horizontal,MTR,,,50
subject_585,Cooldown,Horizontal,SCML,,,50
subject_585,Cooldown,Horizontal,SCMR,,,50
subject_585,Cooldown,Horizontal,STL,,,50
subject_585,Cooldown,Horizontal,STR,,,50
subject_585,Cooldown,Horizontal,UTL,,,50
subject_585,Cooldown,Horizontal,UTR,,,50
subject_585,Second_threshold,Sagittal,MTL,0.01795879679395349,0.8926091053373201,59
subject_585,Second_threshold,Sagittal,MTR,0.017549090403216908,0.8950451221008947,59
subject_585,Second_threshold,Sagittal,SCML,0.5081724933102731,3.9765714190429394e-05,59
subject_585,Second_threshold,Sagittal,SCMR,0.44019537464722874,0.0004851571546118899,59
subject_585,Second_threshold,Sagittal,STL,0.3014414769844398,0.02033393262955793,59
subject_585,Second_threshold,Sagittal,STR,-0.14848442444278273,0.2617082068253721,59
subject_585,Second_threshold,Sagittal,UTL,0.3696234488428526,0.00396190698729931,59
subject_585,Second_threshold,Sagittal,UTR,0.30383143093040316,0.019312623070290573,59
subject_585,Second_threshold,Frontal,MTL,,,59
subject_585,Second_threshold,Frontal,MTR,,,59
subject_585,Second_threshold,Frontal,SCML,,,59
subject_585,Second_threshold,Frontal,SCMR,,,59
subject_585,Second_threshold,Frontal,STL,,,59
subject_585,Second_threshold,Frontal,STR,,,59
subject_585,Second_threshold,Frontal,UTL,,,59
subject_585,Second_threshold,Frontal,UTR,,,59
subject_585,Second_threshold,Horizontal,MTL,,,59
subject_585,Second_threshold,Horizontal,MTR,,,59
subject_585,Second_threshold,Horizontal,SCML,,,59
subject_585,Second_threshold,Horizontal,SCMR,,,59
subject_585,Second_threshold,Horizontal,STL,,,59
subject_585,Second_threshold,Horizontal,STR,,,59
subject_585,Second_threshold,Horizontal,UTL,,,59
subject_585,Second_threshold,Horizontal,UTR,,,59
subject_585,Vo2max,Sagittal,MTL,0.6777543521161925,3.7224864680368847e-09,59
subject_585,Vo2max,Sagittal,MTR,0.27044711261325405,0.038295728976367654,59
subject_585,Vo2max,Sagittal,SCML,0.8831669028681438,2.1575513503468684e-20,59
subject_585,Vo2max,Sagittal,SCMR,0.826728160330936,7.291935873666036e-16,59
subject_585,Vo2max,Sagittal,STL,0.4064507165809645,0.0014015761332541552,59
subject_585,Vo2max,Sagittal,STR,0.6291160861898184,9.477038120421129e-08,59
subject_585,Vo2max,Sagittal,UTL,-0.2947968356807974,0.023417397172033824,59
subject_585,Vo2max,Sagittal,UTR,0.606938260531566,3.4691453569625236e-07,59
subject_585,Vo2max,Frontal,MTL,0.5999397448424314,5.119938852383861e-07,59
subject_585,Vo2max,Frontal,MTR,0.30694591596589516,0.018047440502115097,59
subject_585,Vo2max,Frontal,SCML,0.6677070249907461,7.630482210868719e-09,59
subject_585,Vo2max,Frontal,SCMR,0.7135495968557823,2.258402661328252e-10,59
subject_585,Vo2max,Frontal,STL,0.4843367375306008,0.00010153765081213667,59
subject_585,Vo2max,Frontal,STR,0.5122409117093185,3.364720997870774e-05,59
subject_585,Vo2max,Frontal,UTL,-0.25113756760845973,0.05503205371126306,59
subject_585,Vo2max,Frontal,UTR,0.5839945024545927,1.2015693522419665e-06,59
subject_585,Vo2max,Horizontal,MTL,,,59
subject_585,Vo2max,Horizontal,MTR,,,59
subject_585,Vo2max,Horizontal,SCML,,,59
subject_585,Vo2max,Horizontal,SCMR,,,59
subject_585,Vo2max,Horizontal,STL,,,59
subject_585,Vo2max,Horizontal,STR,,,59
subject_585,Vo2max,Horizontal,UTL,,,59
subject_585,Vo2max,Horizontal,UTR,,,59
subject_585,WanT,Sagittal,MTL,-0.27121904077408854,0.1471308434552303,30
subject_585,WanT,Sagittal,MTR,0.10156669961051204,0.5933070208180312,30
subject_585,WanT,Sagittal,SCML,0.6219836825705692,0.0002431488560080894,30
subject_585,WanT,Sagittal,SCMR,0.4415454972005667,0.014577993904901297,30
subject_585,WanT,Sagittal,STL,0.7152362939386279,8.921390707071463e-06,30
subject_585,WanT,Sagittal,STR,0.8997191708860401,1.3668872763048939e-11,30
subject_585,WanT,Sagittal,UTL,0.7588290809395999,1.1746428314608255e-06,30
subject_585,WanT,Sagittal,UTR,0.9430872527993782,6.456175040390709e-15,30
subject_585,WanT,Frontal,MTL,-0.43250531494590455,0.016984756824099872,30
subject_585,WanT,Frontal,MTR,0.01365806257723909,0.9428941762828252,30
subject_585,WanT,Frontal,SCML,0.20487093865858638,0.27747272736455747,30
subject_585,WanT,Frontal,SCMR,0.5235590654608319,0.0029865136198970357,30
subject_585,WanT,Frontal,STL,0.48713756525486096,0.006329984683093699,30
subject_585,WanT,Frontal,STR,0.6601396912332228,7.20988613334136e-05,30
subject_585,WanT,Frontal,UTL,0.19576556360709366,0.2998453534432668,30
subject_585,WanT,Frontal,UTR,0.6328235660787446,0.00017498793273349578,30
subject_585,WanT,Horizontal,MTL,-0.20381464344701458,0.2800114611288468,30
subject_585,WanT,Horizontal,MTR,0.289631335424705,0.12055276081157157,30
subject_585,WanT,Horizontal,SCML,0.3110855084191276,0.09426914703651273,30
subject_585,WanT,Horizontal,SCMR,0.2467229894358598,0.18872378042144658,30
subject_585,WanT,Horizontal,STL,0.16090629745816945,0.39564408259742667,30
subject_585,WanT,Horizontal,STR,0.3110855084191276,0.09426914703651273,30
subject_585,WanT,Horizontal,UTL,0.2681771624302824,0.15189982842258595,30
subject_585,WanT,Horizontal,UTR,0.3110855084191276,0.09426914703651273,30
subject_585,Warmup,Sagittal,MTL,0.03000416753492321,0.8199778456539432,60
subject_585,Warmup,Sagittal,MTR,-0.03000416753492321,0.8199778456539432,60
subject_585,Warmup,Sagittal,SCML,-0.1233504665324621,0.3477503919638195,60
subject_585,Warmup,Sagittal,SCMR,-0.03889429124897453,0.7679572611925767,60
subject_585,Warmup,Sagittal,STL,-0.1300180593180006,0.3221053032977923,60
subject_585,Warmup,Sagittal,STR,-0.20113904903041116,0.12330743335187526,60
subject_585,Warmup,Sagittal,UTL,0.1166828737469236,0.3746231172110904,60
subject_585,Warmup,Sagittal,UTR,-0.10779275003287228,0.4123373371495224,60
subject_585,Warmup,Frontal,MTL,,,60
subject_585,Warmup,Frontal,MTR,,,60
subject_585,Warmup,Frontal,SCML,,,60
subject_585,Warmup,Frontal,SCMR,,,60
subject_585,Warmup,Frontal,STL,,,60
subject_585,Warmup,Frontal,STR,,,60
subject_585,Warmup,Frontal,UTL,,,60
subject_585,Warmup,Frontal,UTR,,,60
subject_585,Warmup,Horizontal,MTL,,,60
subject_585,Warmup,Horizontal,MTR,,,60
subject_585,Warmup,Horizontal,SCML,,,60
subject_585,Warmup,Horizontal,SCMR,,,60
subject_585,Warmup,Horizontal,STL,,,60
subject_585,Warmup,Horizontal,STR,,,60
subject_585,Warmup,Horizontal,UTL,,,60
subject_585,Warmup,Horizontal,UTR,,,60
subject_586,Cooldown,Sagittal,MTL,-0.15608688054449293,0.22965947324848093,61
subject_586,Cooldown,Sagittal,MTR,0.07961208526655207,0.5419306710725252,61
subject_586,Cooldown,Sagittal,SCML,0.37454415864034996,0.00294104003448086,61
subject_586,Cooldown,Sagittal,SCMR,0.1314175917451572,0.3127076000273603,61
subject_586,Cooldown,Sagittal,STL,-0.21856453587324548,0.09059719331543652,61
subject_586,Cooldown,Sagittal,STR,0.3447533109707174,0.006511113634579508,61
subject_586,Cooldown,Sagittal,UTL,0.17759206491087043,0.17091937499696738,61
subject_586,Cooldown,Sagittal,UTR,0.07422238195278413,0.569703821710601,61
subject_586,Cooldown,Frontal,MTL,0.11200024028725733,0.39014110113646344,61
subject_586,Cooldown,Frontal,MTR,0.08476668749599187,0.5160002441131375,61
subject_586,Cooldown,Frontal,SCML,-0.15524026864292553,0.23222749477206672,61
subject_586,Cooldown,Frontal,SCMR,-0.16173303619581,0.21303605262220032,61
subject_586,Cooldown,Frontal,STL,-0.1954142678763983,0.13123440746854143,61
subject_586,Cooldown,Frontal,STR,0.09067330242257428,0.4870778705115201,61
subject_586,Cooldown,Frontal,UTL,0.06817405930528707,0.601636158144616,61
subject_586,Cooldown,Frontal,UTR,-0.16912757701992845,0.19257099285734128,61
subject_586,Cooldown,Horizontal,MTL,0.20709704175655494,0.10928119459713484,61
subject_586,Cooldown,Horizontal,MTR,0.2193009745743519,0.0894887678438102,61
subject_586,Cooldown,Horizontal,SCML,-0.27415703623010607,0.032509553641300745,61
subject_586,Cooldown,Horizontal,SCMR,-0.11402664501476983,0.3815677989049674,61
subject_586,Cooldown,Horizontal,STL,0.1637052806266101,0.20743397392273372,61
subject_586,Cooldown,Horizontal,STR,-0.13954395908834535,0.2834575976512776,61
subject_586,Cooldown,Horizontal,UTL,0.07334686895544654,0.5742770115448081,61
subject_586,Cooldown,Horizontal,UTR,0.207713401999878,0.10820687757701473,61
subject_586,Second_threshold,Sagittal,MTL,-0.0393893748190606,0.7670796556265483,59
subject_586,Second_threshold,Sagittal,MTR,0.08170325078478001,0.5384379823714911,59
subject_586,Second_threshold,Sagittal,SCML,0.22698393795577773,0.08383819576851767,59
subject_586,Second_threshold,Sagittal,SCMR,0.28739316476644844,0.027309409893704558,59
subject_586,Second_threshold,Sagittal,STL,-0.5701254058304093,2.434066599204942e-06,59
