subject,phase,angle,muscle,r,p,n
subject_617,Warmup,Frontal,UTR,-0.22549380840084868,0.08876989362612529,58
subject_617,Warmup,Horizontal,MTR,0.03952793647889237,0.7683011675137785,58
subject_617,Warmup,Horizontal,SCML,0.0069755182021574765,0.9585540896122557,58
subject_617,Warmup,Horizontal,SCMR,0.09998242756425717,0.4552193736958321,58
subject_617,Warmup,Horizontal,STL,-0.02557690007457742,0.8488556789332765,58
subject_617,Warmup,Horizontal,STR,0.11858380943667711,0.3753041034964553,58
subject_617,Warmup,Horizontal,UTL,0.0627796638194173,0.6396630436750439,58
subject_617,Warmup,Horizontal,UTR,0.09998242756425717,0.4552193736958321,58
subject_618,Cooldown,Sagittal,MTL,-0.36023280759184834,0.0043483244334292055,61
subject_618,Cooldown,Sagittal,MTR,-0.1380385578132079,0.28873507270896626,61
subject_618,Cooldown,Sagittal,SCML,-0.12175481846772834,0.3499189187543328,61
subject_618,Cooldown,Sagittal,SCMR,0.003981083982596022,0.9757080780217868,61
subject_618,Cooldown,Sagittal,STL,-0.08661622303800928,0.5068514543050797,61
subject_618,Cooldown,Sagittal,STR,0.36681265472975005,0.0036406857531222927,61
subject_618,Cooldown,Sagittal,UTL,-0.29244379422153277,0.02219260679476489,61
subject_618,Cooldown,Sagittal,UTR,-0.08575918412508929,0.5110804728233551,61
subject_618,Cooldown,Frontal,MTL,0.28077597459940185,0.029776582427737296,60
subject_618,Cooldown,Frontal,MTR,0.0873940459738398,0.5067010661235908,60
subject_618,Cooldown,Frontal,SCML,0.3452064815966672,0.0069070008594092885,60
subject_618,Cooldown,Frontal,SCMR,0.24801827529817294,0.05604327321304937,60
subject_618,Cooldown,Frontal,STL,0.2880688570565292,0.025616419695579692,60
subject_618,Cooldown,Frontal,STR,-0.15758050565420975,0.22918287406121723,60
subject_618,Cooldown,Frontal,UTL,0.4914257612742778,6.686896735127859e-05,60
subject_618,Cooldown,Frontal,UTR,0.29029891202275826,0.024446545673682294,60
subject_618,Cooldown,Horizontal,MTL,-0.2540833054511595,0.048159467532857485,61
subject_618,Cooldown,Horizontal,MTR,-0.1979168020113636,0.12627207572778062,61
subject_618,Cooldown,Horizontal,SCML,-0.34366922049916526,0.00669295701453443,61
subject_618,Cooldown,Horizontal,SCMR,-0.13603787099882356,0.29584809350956615,61
subject_618,Cooldown,Horizontal,STL,-0.3426430359052591,0.006869169126044546,61
subject_618,Cooldown,Horizontal,STR,0.5215070106230988,1.6347759463910053e-05,61
subject_618,Cooldown,Horizontal,UTL,-0.5035145740766113,3.5288461559463526e-05,61
subject_618,Cooldown,Horizontal,UTR,-0.22880495828793834,0.07611854079097927,61
subject_618,Second_threshold,Sagittal,MTL,-0.05198705499576431,0.6957670318390496,59
subject_618,Second_threshold,Sagittal,MTR,0.30432133456906796,0.01910874935072144,59
subject_618,Second_threshold,Sagittal,SCML,-0.02743239905612834,0.8366014161474982,59
subject_618,Second_threshold,Sagittal,SCMR,0.10090868797613459,0.4469829920198946,59
subject_618,Second_threshold,Sagittal,STL,-0.09290105495632973,0.4840308135313617,59
subject_618,Second_threshold,Sagittal,STR,0.0676582430540543,0.6106418373376988,59
subject_618,Second_threshold,Sagittal,UTL,0.00231470641978734,0.9861181491688389,59
subject_618,Second_threshold,Sagittal,UTR,-0.03425139904955592,0.7967646991586487,59
subject_618,Second_threshold,Frontal,MTL,0.1130728307643075,0.393833963811732,59
subject_618,Second_threshold,Frontal,MTR,0.039936637161956785,0.7639365067568199,59
subject_618,Second_threshold,Frontal,SCML,0.06179975969587473,0.6419448759801675,59
subject_618,Second_threshold,Frontal,SCMR,0.13325168311783472,0.314356995719271,59
subject_618,Second_threshold,Frontal,STL,0.1862090243666582,0.15792640021788154,59
subject_618,Second_threshold,Frontal,STR,0.19884105071958855,0.13110243824209517,59
subject_618,Second_threshold,Frontal,UTL,0.06843967098395352,0.6065167953093764,59
subject_618,Second_threshold,Frontal,UTR,0.009943672026537497,0.9404164907340599,59
subject_618,Second_threshold,Horizontal,MTL,-0.12095316693397333,0.36148608962051293,59
subject_618,Second_threshold,Horizontal,MTR,-0.04548284987010241,0.732303822653896,59
subject_618,Second_threshold,Horizontal,SCML,-0.14664874755911697,0.2677175156420398,59
subject_618,Second_threshold,Horizontal,SCMR,-0.051168206103865216,0.7003312037268211,59
subject_618,Second_threshold,Horizontal,STL,-0.29223845817272914,0.024705622993106205,59
subject_618,Second_threshold,Horizontal,STR,-0.18310191399912554,0.1651043736990958,59
subject_618,Second_threshold,Horizontal,UTL,-0.10233641220773043,0.4405466837407543,59
subject_618,Second_threshold,Horizontal,UTR,-0.1950300143327063,0.13880464517150473,59
subject_618,Vo2max,Sagittal,MTL,0.4654180100196305,0.08041344964886044,15
subject_618,Vo2max,Sagittal,MTR,0.5840187384416212,0.022255008557648205,15
subject_618,Vo2max,Sagittal,SCML,0.8517688677579338,5.57586168003999e-05,15
subject_618,Vo2max,Sagittal,SCMR,0.7960624650142716,0.00038457233933736687,15
subject_618,Vo2max,Sagittal,STL,0.4456512219492987,0.0959408145757402,15
subject_618,Vo2max,Sagittal,STR,0.35400520453230583,0.19548496745713298,15
subject_618,Vo2max,Sagittal,UTL,0.4151025494769678,0.12389894908578487,15
subject_618,Vo2max,Sagittal,UTR,0.3450203008639732,0.20786930935663658,15
subject_618,Vo2max,Frontal,MTL,-0.48593509309818655,0.06628456493948678,15
subject_618,Vo2max,Frontal,MTR,-0.4117660525726739,0.12725724301082925,15
subject_618,Vo2max,Frontal,SCML,-0.3427121182903,0.21112958948539734,15
subject_618,Vo2max,Frontal,SCMR,-0.4117660525726739,0.12725724301082925,15
subject_618,Vo2max,Frontal,STL,-0.16368339978044177,0.5599604924729678,15
subject_618,Vo2max,Frontal,STR,-0.0920719123764985,0.7441587684640435,15
subject_618,Vo2max,Frontal,UTL,0.015345318729416418,0.9567130942586494,15
subject_618,Vo2max,Frontal,UTR,-0.0920719123764985,0.7441587684640435,15
subject_618,Vo2max,Horizontal,MTL,0.42433421239575275,0.11492481241624554,15
subject_618,Vo2max,Horizontal,MTR,0.27003086243366087,0.33038446665033766,15
subject_618,Vo2max,Horizontal,SCML,0.42433421239575275,0.11492481241624554,15
subject_618,Vo2max,Horizontal,SCMR,0.4629100498862757,0.08227686582718165,15
subject_618,Vo2max,Horizontal,STL,0.3471825374147068,0.2048444407476489,15
subject_618,Vo2max,Horizontal,STR,0.5014858873767987,0.05684175794985336,15
subject_618,Vo2max,Horizontal,UTL,0.4629100498862757,0.08227686582718165,15
subject_618,Vo2max,Horizontal,UTR,0.38575837490522974,0.1555794972145472,15
subject_618,WanT,Sagittal,MTL,0.46288117565703846,0.008737920404287697,31
subject_618,WanT,Sagittal,MTR,0.5057555953513471,0.0037016005316862425,31
subject_618,WanT,Sagittal,SCML,0.6128400464361843,0.00024730045605202177,31
subject_618,WanT,Sagittal,SCMR,0.6295021431894227,0.00014820894559812735,31
subject_618,WanT,Sagittal,STL,0.456378893997238,0.009863094505028269,31
subject_618,WanT,Sagittal,STR,0.5667144859119755,0.0008877348436719324,31
subject_618,WanT,Sagittal,UTL,0.48116884282522693,0.006137855257078586,31
subject_618,WanT,Sagittal,UTR,0.5478172298381807,0.001422561477802343,31
subject_618,WanT,Frontal,MTL,0.7453372166091442,1.5058853771559405e-06,31
subject_618,WanT,Frontal,MTR,0.7816236671304845,2.0930618382056273e-07,31
subject_618,WanT,Frontal,SCML,0.7764398884845787,2.8364735700766604e-07,31
subject_618,WanT,Frontal,SCMR,0.7825251938515115,1.9836477848062736e-07,31
subject_618,WanT,Frontal,STL,0.7892866442592148,1.3153247113129257e-07,31
subject_618,WanT,Frontal,STR,0.7058954225642091,9.155332838253879e-06,31
subject_618,WanT,Frontal,UTL,0.7611139342271181,6.661350641107497e-07,31
subject_618,WanT,Frontal,UTR,0.8194877894136222,1.7196768007692542e-08,31
subject_618,WanT,Horizontal,MTL,-0.35334967211447943,0.05118286037975654,31
subject_618,WanT,Horizontal,MTR,-0.243880558008425,0.18612283768111523,31
subject_618,WanT,Horizontal,SCML,-0.2812940527028993,0.12528553367157555,31
subject_618,WanT,Horizontal,SCMR,-0.2715942577821097,0.1394144523587534,31
subject_618,WanT,Horizontal,STL,-0.392148851797638,0.02911619827382979,31
subject_618,WanT,Horizontal,STR,-0.26120162036697797,0.15580480434921465,31
subject_618,WanT,Horizontal,UTL,-0.14688260880052872,0.43040941964469326,31
subject_618,WanT,Horizontal,UTR,-0.3886846393259274,0.030699004783321066,31
subject_618,Warmup,Sagittal,MTL,0.11985445730392542,0.3616881899685926,60
subject_618,Warmup,Sagittal,MTR,-0.26444078674993077,0.04117501653013694,60
subject_618,Warmup,Sagittal,SCML,-0.12976424304168188,0.3230589489962455,60
subject_618,Warmup,Sagittal,SCMR,0.21259187913633965,0.10293459964594819,60
subject_618,Warmup,Sagittal,STL,-0.15943681065186954,0.22367475741583093,60
subject_618,Warmup,Sagittal,STR,-0.03166020371804711,0.8102215700631318,60
subject_618,Warmup,Sagittal,UTL,0.1660244046093466,0.20487418144709366,60
subject_618,Warmup,Sagittal,UTR,-0.1711922584897812,0.19092981876241147,60
subject_618,Warmup,Frontal,MTL,-0.03287181067464156,0.80310163591758,60
subject_618,Warmup,Frontal,MTR,-0.39785251658935794,0.0016440405100334333,60
subject_618,Warmup,Frontal,SCML,-0.181218807272236,0.1658416538182203,60
subject_618,Warmup,Frontal,SCMR,-0.07883583247757875,0.5493416399190933,60
subject_618,Warmup,Frontal,STL,0.052086278805377605,0.692665848757862,60
subject_618,Warmup,Frontal,STR,-0.15296223649174182,0.24329209757014683,60
subject_618,Warmup,Frontal,UTL,-0.17754545307077174,0.1747363394243639,60
subject_618,Warmup,Frontal,UTR,-0.20344730961955806,0.11897254760180469,60
subject_618,Warmup,Horizontal,MTL,0.0060142103243816004,0.9639415197059799,59
subject_618,Warmup,Horizontal,MTR,0.10023683873969334,0.45002966812740314,59
subject_618,Warmup,Horizontal,SCML,-0.20448315102897446,0.12029792237368057,59
subject_618,Warmup,Horizontal,SCMR,0.1283031535868075,0.3328250238649458,59
subject_618,Warmup,Horizontal,STL,-0.15436473165912776,0.24307254350403407,59
subject_618,Warmup,Horizontal,STR,-0.06415157679340375,0.6293000677495478,59
subject_618,Warmup,Horizontal,UTL,0.2445778865248518,0.06191473400833786,59
subject_618,Warmup,Horizontal,UTR,0.008018947099175468,0.9519344190178645,59
subject_619,Cooldown,Sagittal,MTL,0.16443232948650616,0.2133170184505033,59
subject_619,Cooldown,Sagittal,MTR,0.1842466941629063,0.1624324292592516,59
subject_619,Cooldown,Sagittal,SCML,0.10902383459955915,0.4110971055404777,59
subject_619,Cooldown,Sagittal,SCMR,0.44087708552979615,0.0004743247725477403,59
subject_619,Cooldown,Sagittal,STL,-0.35283316646995483,0.006126504509055229,59
subject_619,Cooldown,Sagittal,STR,0.1823638812298547,0.16684394804012226,59
subject_619,Cooldown,Sagittal,UTL,0.24796347469093813,0.0582806038515247,59
subject_619,Cooldown,Sagittal,UTR,-0.006724331903755704,0.9596872944327499,59
subject_619,Cooldown,Frontal,MTL,0.17705275917535612,0.17975948492487098,59
subject_619,Cooldown,Frontal,MTR,0.3638615522077556,0.004613022541200104,59
subject_619,Cooldown,Frontal,SCML,0.16338147488884142,0.21629738849565142,59
subject_619,Cooldown,Frontal,SCMR,-0.3282712839595283,0.011138663339000262,59
subject_619,Cooldown,Frontal,STL,-0.11668729968490028,0.3787905663959805,59
subject_619,Cooldown,Frontal,STR,0.3148567374060937,0.015147224954402369,59
subject_619,Cooldown,Frontal,UTL,0.0833755788177588,0.5301270711337781,59
subject_619,Cooldown,Frontal,UTR,-0.08103284700340298,0.5417874335362513,59
subject_619,Cooldown,Horizontal,MTL,0.09104914242242478,0.5045356732497427,56
subject_619,Cooldown,Horizontal,MTR,-0.0974808699224636,0.4747746732556705,56
subject_619,Cooldown,Horizontal,SCML,-0.17924420576670733,0.18622746357206266,56
subject_619,Cooldown,Horizontal,SCMR,-0.5085084554718206,6.297405824253507e-05,56
subject_619,Cooldown,Horizontal,STL,0.05314214846907088,0.6972871847912537,56
subject_619,Cooldown,Horizontal,STR,-0.022310054765759712,0.8703547556347315,56
subject_619,Cooldown,Horizontal,UTL,0.16027060964159276,0.23801981197717723,56
subject_619,Cooldown,Horizontal,UTR,-0.20243862306372237,0.13457949290665247,56
subject_619,Second_threshold,Sagittal,MTL,-0.0918212029637455,0.48914784172129805,59
subject_619,Second_threshold,Sagittal,MTR,-0.0515997233177344,0.6979246500889155,59
subject_619,Second_threshold,Sagittal,SCML,0.6521691171195808,2.197019791718976e-08,59
subject_619,Second_threshold,Sagittal,SCMR,0.2385760769877465,0.06880417218727444,59
subject_619,Second_threshold,Sagittal,STL,-0.26904040681848956,0.03935241334251278,59
subject_619,Second_threshold,Sagittal,STR,-0.26634877928324313,0.041441473387109226,59
subject_619,Second_threshold,Sagittal,UTL,-0.19563238312995213,0.13756517903761098,59
subject_619,Second_threshold,Sagittal,UTR,-0.06551666114201961,0.6220084709065508,59
subject_619,Second_threshold,Frontal,MTL,-0.09899678265684464,0.45568299337879126,59
subject_619,Second_threshold,Frontal,MTR,0.1264958889504126,0.3397363228223247,59
subject_619,Second_threshold,Frontal,SCML,0.24199213538339806,0.06481147368448896,59
subject_619,Second_threshold,Frontal,SCMR,0.20899320783111647,0.11216029405420838,59
subject_619,Second_threshold,Frontal,STL,-0.17599428027883493,0.18241764212854134,59
subject_619,Second_threshold,Frontal,STR,-0.005499821258713592,0.9670237736187947,59
subject_619,Second_threshold,Frontal,UTL,-0.032998927552281544,0.8040463197430205,59
subject_619,Second_threshold,Frontal,UTR,0.005499821258713592,0.9670237736187947,59
subject_619,Second_threshold,Horizontal,MTL,,,59
subject_619,Second_threshold,Horizontal,MTR,,,59
subject_619,Second_threshold,Horizontal,SCML,,,59
subject_619,Second_threshold,Horizontal,SCMR,,,59
subject_619,Second_threshold,Horizontal,STL,,,59
subject_619,Second_threshold,Horizontal,STR,,,59
subject_619,Second_threshold,Horizontal,UTL,,,59
subject_619,Second_threshold,Horizontal,UTR,,,59
subject_619,WanT,Horizontal,MTL,,,31
subject_619,WanT,Horizontal,MTR,,,31
subject_619,WanT,Horizontal,SCML,,,31
subject_619,WanT,Horizontal,SCMR,,,31
subject_619,WanT,Horizontal,STL,,,31
subject_619,WanT,Horizontal,STR,,,31
subject_619,WanT,Horizontal,UTL,,,31
subject_619,WanT,Horizontal,UTR,,,31
subject_619,Warmup,Sagittal,MTL,-0.09511474432705155,0.5593486900837576,40
subject_619,Warmup,Sagittal,MTR,-0.022915749893311816,0.8883799531241311,40
subject_619,Warmup,Sagittal,SCML,0.5049135520425942,0.0008914942839557934,40
subject_619,Warmup,Sagittal,SCMR,0.23107513490745393,0.15139999507759283,40
subject_619,Warmup,Sagittal,STL,-0.5043382612502936,0.0009056645611377341,40
subject_619,Warmup,Sagittal,STR,-0.32225872548711726,0.04256299549551131,40
subject_619,Warmup,Sagittal,UTL,0.36981609765064305,0.018838916392802527,40
subject_619,Warmup,Sagittal,UTR,0.40203238201948305,0.01012384752109464,40
subject_619,Warmup,Frontal,MTL,0.04932176661754605,0.7624762292786396,40
subject_619,Warmup,Frontal,MTR,-0.26003310424371556,0.10513412019347838,40
subject_619,Warmup,Frontal,SCML,0.4350458244995242,0.0050246318225119916,40
subject_619,Warmup,Frontal,SCMR,0.1326516868302549,0.41451464655604287,40
subject_619,Warmup,Frontal,STL,0.08362823734950853,0.607923433494721,40
subject_619,Warmup,Frontal,STR,-0.4705455637786854,0.0021832196045395557,40
subject_619,Warmup,Frontal,UTL,0.35708561274920947,0.023700896178097845,40
subject_619,Warmup,Frontal,UTR,0.12668534409426144,0.43599870198777374,40
subject_619,Warmup,Horizontal,MTL,-0.5127470001255606,0.0007172293319345183,40
subject_619,Warmup,Horizontal,MTR,-0.4405705115728543,0.004438500450124889,40
subject_619,Warmup,Horizontal,SCML,0.18795280163838224,0.24547517662753304,40
subject_619,Warmup,Horizontal,SCMR,-0.2033025525975551,0.20831412339926747,40
subject_619,Warmup,Horizontal,STL,-0.17358282201702896,0.28408866230378926,40
subject_619,Warmup,Horizontal,STR,-0.0805045449241724,0.6214382936837648,40
subject_619,Warmup,Horizontal,UTL,0.3507581389393962,0.02648148152136406,40
subject_619,Warmup,Horizontal,UTR,-0.24837203413725403,0.1222593072052261,40
subject_620,Cooldown,Sagittal,MTL,-0.03596115295594406,0.7832055562486151,61
subject_620,Cooldown,Sagittal,MTR,0.205357110301049,0.11235825022617943,61
subject_620,Cooldown,Sagittal,SCML,-0.03629515747256274,0.7812416891604835,61
subject_620,Cooldown,Sagittal,SCMR,0.6323262173785892,4.59801307958715e-08,61
subject_620,Cooldown,Sagittal,STL,-0.4731452315000721,0.0001177172704549327,61
subject_620,Cooldown,Sagittal,STR,-0.07835189285679763,0.5483650669683336,61
subject_620,Cooldown,Sagittal,UTL,0.2630842242566434,0.04051255315731831,61
subject_620,Cooldown,Sagittal,UTR,0.3254317340254629,0.01049139789440497,61
subject_620,Cooldown,Frontal,MTL,0.2811225277230645,0.02818644126494044,61
subject_620,Cooldown,Frontal,MTR,0.18878091236434408,0.1450996256579469,61
subject_620,Cooldown,Frontal,SCML,-0.059272605576695246,0.6500044179868824,61
subject_620,Cooldown,Frontal,SCMR,-0.1377036700814551,0.2899178019668836,61
subject_620,Cooldown,Frontal,STL,-0.10517382893718026,0.41985028985244544,61
subject_620,Cooldown,Frontal,STR,0.11642448117823885,0.371569884624845,61
subject_620,Cooldown,Frontal,UTL,0.43428236542003146,0.00047064863416454954,61
subject_620,Cooldown,Frontal,UTR,-0.3832051231371425,0.0023014533508838113,61
subject_620,Cooldown,Horizontal,MTL,0.18742740530153137,0.14805832735616825,61
subject_620,Cooldown,Horizontal,MTR,0.21203908478557085,0.1008948211347091,61
subject_620,Cooldown,Horizontal,SCML,0.2025730542147864,0.11741972129917504,61
subject_620,Cooldown,Horizontal,SCMR,-0.032184503940667,0.8055022663101747,61
subject_620,Cooldown,Horizontal,STL,0.2480100009545516,0.05395797606848463,61
subject_620,Cooldown,Horizontal,STR,0.5130588569365151,2.3589487872927642e-05,61
subject_620,Cooldown,Horizontal,UTL,-0.3653887800322783,0.003784516176674656,61
subject_620,Cooldown,Horizontal,UTR,0.11548557296356983,0.37546570396420104,61
subject_620,Second_threshold,Sagittal,MTL,0.10146280647020489,0.44447881556814706,59
subject_620,Second_threshold,Sagittal,MTR,0.2225462824550778,0.09023601747952088,59
subject_620,Second_threshold,Sagittal,SCML,0.30385233554409363,0.019303885967333713,59
subject_620,Second_threshold,Sagittal,SCMR,0.5649966563886824,3.1347518436758725e-06,59
subject_620,Second_threshold,Sagittal,STL,-0.03152173135143385,0.8126557203249706,59
subject_620,Second_threshold,Sagittal,STR,-0.13913163282441268,0.29328315550413137,59
subject_620,Second_threshold,Sagittal,UTL,0.2831952372208184,0.029748058760730795,59
subject_620,Second_threshold,Sagittal,UTR,0.16257636725359706,0.21860043963462655,59
subject_620,Second_threshold,Frontal,MTL,-0.01107273064716533,0.9336654743947626,59
subject_620,Second_threshold,Frontal,MTR,-0.2823546315027159,0.030257660374874505,59
subject_620,Second_threshold,Frontal,SCML,-0.15778641172210595,0.2326569248610998,59
subject_620,Second_threshold,Frontal,SCMR,-0.31003645812062924,0.016862518268013795,59
subject_620,Second_threshold,Frontal,STL,-0.11072730647165331,0.4037815961585442,59
subject_620,Second_threshold,Frontal,STR,-0.07197274920657463,0.5880196460788923,59
subject_620,Second_threshold,Frontal,UTL,-0.28512281416450724,0.02860656991708431,59
subject_620,Second_threshold,Frontal,UTR,-0.21868643028151524,0.09610628819653359,59
subject_620,Second_threshold,Horizontal,MTL,0.027499106293567957,0.8362095544170901,59
subject_620,Second_threshold,Horizontal,MTR,0.1264958889504126,0.3397363228223247,59
subject_620,Second_threshold,Horizontal,SCML,0.08799714013941747,0.5074943408633122,59
subject_620,Second_threshold,Horizontal,SCMR,0.269491241676966,0.03901116454983951,59
subject_620,Second_threshold,Horizontal,STL,-0.10449660391555823,0.4309074169732743,59
subject_620,Second_threshold,Horizontal,STR,0.09899678265684464,0.45568299337879126,59
subject_620,Second_threshold,Horizontal,UTL,0.027499106293567957,0.8362095544170901,59
subject_620,Second_threshold,Horizontal,UTR,0.016499463776140772,0.9012902972641851,59
subject_620,Vo2max,Sagittal,MTL,-0.38462421407842773,0.01874801086531185,37
subject_620,Vo2max,Sagittal,MTR,0.27843390756541325,0.09517697773601093,37
subject_620,Vo2max,Sagittal,SCML,0.4074837043415547,0.01230549941425451,37
subject_620,Vo2max,Sagittal,SCMR,0.34182912184164344,0.03838321681300713,37
subject_620,Vo2max,Sagittal,STL,-0.14087825394717807,0.4055915842341351,37
subject_620,Vo2max,Sagittal,STR,0.3765170692758071,0.021623867716224994,37
subject_620,Vo2max,Sagittal,UTL,0.485232552038818,0.0023342907591406997,37
subject_620,Vo2max,Sagittal,UTR,0.45227235677570465,0.004948259163990765,37
subject_620,Vo2max,Frontal,MTL,-0.19379591094941798,0.25043606452472456,37
subject_620,Vo2max,Frontal,MTR,-0.38189194216502953,0.019679181530443218,37
subject_620,Vo2max,Frontal,SCML,-0.19379591094941798,0.25043606452472456,37
subject_620,Vo2max,Frontal,SCMR,0.1595966325465795,0.3454072032398147,37
subject_620,Vo2max,Frontal,STL,-0.06839855680567693,0.6875045499963477,37
subject_620,Vo2max,Frontal,STR,0.06839855680567693,0.6875045499963477,37
subject_620,Vo2max,Frontal,UTL,-0.4331908597692872,0.007402286000213298,37
subject_620,Vo2max,Frontal,UTR,-0.4331908597692872,0.007402286000213298,37
subject_620,Vo2max,Horizontal,MTL,0.2874810234385729,0.08447494762585754,37
subject_620,Vo2max,Horizontal,MTR,-0.25966027923484003,0.1206628808351514,37
subject_620,Vo2max,Horizontal,SCML,-0.009273581401244287,0.9565575305651665,37
subject_620,Vo2max,Horizontal,SCMR,-0.0741886512099543,0.6625571228525514,37
subject_620,Vo2max,Horizontal,STL,-0.018547162802488575,0.913238161868437,37
subject_620,Vo2max,Horizontal,STR,-0.10200939541368716,0.5479915702648825,37
subject_620,Vo2max,Horizontal,UTL,0.2132923722286186,0.2049686597486225,37
subject_620,Vo2max,Horizontal,UTR,0.1391037210186643,0.4115912723036685,37
subject_620,WanT,Sagittal,MTL,0.2496226561979154,0.17564739998328963,31
subject_620,WanT,Sagittal,MTR,-0.010188679844812873,0.9566178617693026,31
subject_620,WanT,Sagittal,SCML,0.5914065528102745,0.00045871016324268335,31
subject_620,WanT,Sagittal,SCMR,0.3626243781131127,0.04497764025172948,31
subject_620,WanT,Sagittal,STL,0.2741681121876919,0.13555707375103113,31
subject_620,WanT,Sagittal,STR,0.47006863829477585,0.007622441025307458,31
subject_620,WanT,Sagittal,UTL,0.34363638385687056,0.05838988363066887,31
subject_620,WanT,Sagittal,UTR,0.38809607772514493,0.030974743854143057,31
subject_620,WanT,Frontal,MTL,0.03848917444931265,0.837128257674124,31
subject_620,WanT,Frontal,MTR,-0.24573857533022694,0.18268647837458438,31
subject_620,WanT,Frontal,SCML,-0.23981716387648652,0.19379505322365467,31
subject_620,WanT,Frontal,SCMR,-0.0710569374448849,0.7040560262044867,31
subject_620,WanT,Frontal,STL,-0.2161315180615249,0.24289397214191136,31
subject_620,WanT,Frontal,STR,-0.11546752334793793,0.5362120881253678,31
subject_620,WanT,Frontal,UTL,-0.09770328898671672,0.6010522327411965,31
subject_620,WanT,Frontal,UTR,-0.2960705726870204,0.10583443985676419,31
subject_620,WanT,Horizontal,MTL,0.02314550249431379,0.901640485003445,31
subject_620,WanT,Horizontal,MTR,0.09258200997725516,0.6203474775956456,31
subject_620,WanT,Horizontal,SCML,0.2546005274374517,0.166909111748058,31
subject_620,WanT,Horizontal,SCMR,0.2160246899469287,0.24313261256564223,31
subject_620,WanT,Horizontal,STL,0.31632186742228846,0.08297804440741717,31
subject_620,WanT,Horizontal,STR,0.2237398574450333,0.2262979894513152,31
subject_620,WanT,Horizontal,UTL,0.4166190448976482,0.019729870433781608,31
subject_620,WanT,Horizontal,UTR,0.30089153242607924,0.10000723612699834,31
subject_620,Warmup,Sagittal,MTL,-0.3769342465125207,0.0027504031338091333,61
subject_620,Warmup,Sagittal,MTR,-0.09373059679674513,0.47244985043385834,61
subject_620,Warmup,Sagittal,SCML,0.49924426961865287,4.209383952096538e-05,61
subject_620,Warmup,Sagittal,SCMR,0.6367121369583072,3.470711451982254e-08,61
subject_620,Warmup,Sagittal,STL,-0.06851345593552143,0.5998236300848933,61
subject_620,Warmup,Sagittal,STR,-0.5522140452856167,3.9558919860392736e-06,61
subject_620,Warmup,Sagittal,UTL,0.31759817626747744,0.01262598632231485,61
subject_620,Warmup,Sagittal,UTR,0.09119510285222865,0.4845645048884128,61
subject_620,Warmup,Frontal,MTL,0.06600279062762271,0.6132881776722766,61
subject_620,Warmup,Frontal,MTR,0.0397835874004724,0.7608138994442653,61
subject_620,Warmup,Frontal,SCML,0.005338751788333772,0.967427726590783,61
subject_620,Warmup,Frontal,SCMR,-0.039981318948188474,0.7596607155357885,61
subject_620,Warmup,Frontal,STL,-0.007434706194124067,0.9546516252965067,61
subject_620,Warmup,Frontal,STR,0.011428883457988592,0.9303387816365196,61
subject_620,Warmup,Frontal,UTL,-0.08787189980501955,0.5006878945304317,61
subject_620,Warmup,Frontal,UTR,0.017598107746729843,0.8929182280383471,61
subject_620,Warmup,Horizontal,MTL,0.05926338249692222,0.650055333173585,61
subject_620,Warmup,Horizontal,MTR,-0.23288396742927506,0.07089081275085242,61
subject_620,Warmup,Horizontal,SCML,-0.2512856368537415,0.05076381173684367,61
subject_620,Warmup,Horizontal,SCMR,-0.2484503343140201,0.053519318352150375,61
subject_620,Warmup,Horizontal,STL,-0.07883252943774458,0.5459066609127434,61
subject_620,Warmup,Horizontal,STR,0.2323836199222654,0.07151619468623242,61
subject_620,Warmup,Horizontal,UTL,-0.231271736573355,0.07292170321406333,61
subject_620,Warmup,Horizontal,UTR,-0.0101737326425298,0.9379732023535533,61
subject_621,Cooldown,Sagittal,MTL,-0.16072359414295853,0.21594413765863707,61
subject_621,Cooldown,Sagittal,MTR,-0.2666392092354988,0.03778261790307341,61
subject_621,Cooldown,Sagittal,SCML,0.5800421735903368,9.62549469620843e-07,61
subject_621,Cooldown,Sagittal,SCMR,-0.32525478761329446,0.010535921275741421,61
subject_621,Cooldown,Sagittal,STL,0.5052845191908426,3.2778500085333485e-05,61
subject_621,Cooldown,Sagittal,STR,-0.4730271812272158,0.00011824410411957974,61
subject_621,Cooldown,Sagittal,UTL,-0.05271648082833775,0.686586418198367,61
subject_621,Cooldown,Sagittal,UTR,-0.54880377065798,4.663474723770812e-06,61
subject_621,Cooldown,Frontal,MTL,0.054843084718318426,0.6746366900133648,61
subject_621,Cooldown,Frontal,MTR,0.08050941817516,0.537371478273422,61
subject_621,Cooldown,Frontal,SCML,-0.28428629434259495,0.026388489330397193,61
subject_621,Cooldown,Frontal,SCMR,0.2202355563662168,0.08809746476857068,61
subject_621,Cooldown,Frontal,STL,-0.21902705187609645,0.08989980380759585,61
subject_621,Cooldown,Frontal,STR,-0.04085896133264017,0.7545485581072349,61
subject_621,Cooldown,Frontal,UTL,-0.0014962436544347104,0.9908689859808397,61
subject_621,Cooldown,Frontal,UTR,0.07314329556871219,0.5753427861773575,61
subject_621,Cooldown,Horizontal,MTL,-0.2161915547740602,0.09424212390212663,61
subject_621,Cooldown,Horizontal,MTR,-0.23007541608982557,0.07445844956872413,61
subject_621,Cooldown,Horizontal,SCML,0.10512066424793755,0.4200866331866657,61
subject_621,Cooldown,Horizontal,SCMR,-0.4284162920293304,0.0005720927622511528,61
