pct_center,angle,muscle,mean_r,sd_r,n_subjects,se_r
30,Horizontal,STL_IMF,-0.016041398029057706,0.08651129656182469,37,0.014222369545237416
30,Horizontal,STR_IMF,0.010411312360965878,0.11298150887914495,36,0.01883025147985749
30,Horizontal,UTL_IMF,-0.009193718746443527,0.10263205098886069,36,0.017105341831476783
30,Horizontal,UTR_IMF,0.028152473938541298,0.104462169789779,37,0.017173474925159957
30,Sagittal,MTL_IMF,0.01790289541906445,0.1137308511344812,50,0.01608397121346188
30,Sagittal,MTR_IMF,0.02365661346678257,0.12668263755418466,50,0.01791563041463231
30,Sagittal,SCML_IMF,-0.03550905431571736,0.1570235142734122,54,0.021368193754916175
30,Sagittal,SCMR_IMF,-0.034557663330554725,0.15567322389877433,55,0.020990973228352628
30,Sagittal,STL_IMF,0.03757574329687101,0.1262381040695757,55,0.017021942480265676
30,Sagittal,STR_IMF,-0.0032810824342766913,0.1443238566835502,53,0.019824406345302227
30,Sagittal,UTL_IMF,0.011060374019337552,0.11490935814887725,52,0.015935060878324334
30,Sagittal,UTR_IMF,0.015309689262295187,0.13134105473743057,54,0.017873253688092228
40,Frontal,MTL_IMF,-0.03104296611453905,0.11457284954867061,41,0.017893272924313173
40,Frontal,MTR_IMF,-0.008718801681013426,0.0943939133347752,41,0.0147418525448789
40,Frontal,SCML_IMF,-0.0051179278140059325,0.13854258065747693,44,0.02088607988765457
40,Frontal,SCMR_IMF,-0.003980171179320673,0.12467376635551063,45,0.018585267772123198
40,Frontal,STL_IMF,0.005466051836776094,0.10979860885384339,45,0.016367810215473604
40,Frontal,STR_IMF,-0.013670865028533085,0.11052627528837805,43,0.016855098965665546
40,Frontal,UTL_IMF,-0.0068300526539620795,0.10358888492476635,44,0.015616611988488766
40,Frontal,UTR_IMF,0.010824125545765203,0.12279328206980876,44,0.018511783790992317
40,Horizontal,MTL_IMF,-0.010601804530909517,0.08939605769396211,32,0.01580313965168611
40,Horizontal,MTR_IMF,-0.03038780352653186,0.1263622915356267,32,0.022337908307778275
40,Horizontal,SCML_IMF,-0.010711012269952714,0.1072528878003717,33,0.018670331302768167
40,Horizontal,SCMR_IMF,0.004160709139704348,0.1088659436760345,35,0.018401703098567118
40,Horizontal,STL_IMF,-0.02192292052169226,0.10170498168399492,34,0.017442260460749905
40,Horizontal,STR_IMF,-0.017765020009458597,0.10410223908787129,33,0.018121873760156258
40,Horizontal,UTL_IMF,-0.02152143326701921,0.11470072057118665,34,0.019671011292784767
40,Horizontal,UTR_IMF,0.011074105073964079,0.09552979120072047,34,0.01638322402988285
40,Sagittal,MTL_IMF,-0.01601782831491967,0.13707531454711538,50,0.019385376889908858
40,Sagittal,MTR_IMF,-0.011433237671146177,0.14950236138391798,50,0.02114282670759405
40,Sagittal,SCML_IMF,-0.01502257099748738,0.14055427730505518,54,0.019127014475724173
40,Sagittal,SCMR_IMF,0.0027799449193905757,0.14854600569649115,55,0.02002993932200766
40,Sagittal,STL_IMF,0.03621196289419722,0.1186021115026438,55,0.01599230545258651
40,Sagittal,STR_IMF,0.015409474172457652,0.12737684015877634,53,0.01749655459821154
40,Sagittal,UTL_IMF,0.02493671643059821,0.1193237706007622,52,0.016547229741644257
40,Sagittal,UTR_IMF,0.021524175024714647,0.13995743348053546,54,0.019045794318712807
50,Frontal,MTL_IMF,0.03726658589304872,0.11065783461863117,40,0.017496539916855222
50,Frontal,MTR_IMF,0.015503269937315203,0.1151945115183331,40,0.01821385151742169
50,Frontal,SCML_IMF,-0.020567960766814438,0.11534847852570296,43,0.017590478065210854
50,Frontal,SCMR_IMF,0.011379213898771688,0.12486992623011417,44,0.018824849677483938
50,Frontal,STL_IMF,-0.003915029961665752,0.1199706180104125,44,0.01808625117307237
50,Frontal,STR_IMF,0.0033809905955271176,0.1232755792892472,42,0.01902183485284832
50,Frontal,UTL_IMF,-0.005528005383536701,0.115060968362248,43,0.01754663317632788
50,Frontal,UTR_IMF,0.037412316134522665,0.11936073928503858,43,0.018202342094811145
50,Horizontal,MTL_IMF,-0.02969407040674248,0.12513746968597558,29,0.02323744475195781
50,Horizontal,MTR_IMF,-0.01171775919608158,0.10883620877460409,29,0.020210376594308327
50,Horizontal,SCML_IMF,-0.03319500628196355,0.09699581076565753,31,0.017420961887897827
50,Horizontal,SCMR_IMF,0.007652584097330609,0.10259685034747497,33,0.017859819216925966
50,Horizontal,STL_IMF,0.03334547751008834,0.1329748587481146,32,0.023506856087028783
50,Horizontal,STR_IMF,-0.019620687865567053,0.12575585815409349,31,0.022586418885402224
50,Horizontal,UTL_IMF,-0.03207913213261302,0.1096807727178196,31,0.019699248310514044
50,Horizontal,UTR_IMF,-0.006218255184185862,0.09429776007788661,32,0.016669646400443928
50,Sagittal,MTL_IMF,-0.0009527614295990663,0.1384591182561072,51,0.019388154574610593
50,Sagittal,MTR_IMF,-0.019114594451818706,0.1414696466038322,51,0.019809712863382702
