subject,angle_plane,rho,p_value,n,x_min,x_max,power_source
subject_629,angle_sagittal,0.4761904761904762,0.23293553465009806,8,40.0,100.0,file
subject_630,angle_sagittal,-0.9666666666666667,2.1550312748357717e-05,9,39.285714285714285,100.0,file
subject_631,angle_sagittal,0.8166666666666667,0.0072247852463587885,9,43.333333333333336,100.0,file
subject_632,angle_sagittal,-0.09999999999999999,0.797971695234851,9,50.0,100.0,file
subject_541,angle_frontal,-0.10811249552346709,0.8175332656241182,7,35.0,100.0,file
subject_560,angle_frontal,0.8619322310183947,0.002805928967837708,9,31.25,100.0,file
subject_570,angle_frontal,0.7714285714285715,0.07239650145772594,6,55.38461538461539,100.0,file
subject_571,angle_frontal,-0.6546536707079772,0.15830242337545788,6,64.44444444444444,100.0,file
subject_572,angle_frontal,-0.665934065934066,0.009322999096841762,14,38.2716049382716,100.0,file
subject_573,angle_frontal,0.35359655687029107,0.23592690724066012,13,33.33333333333333,100.0,file
subject_574,angle_frontal,0.7619047619047621,0.028004939153071815,8,51.72413793103448,100.0,file
subject_575,angle_frontal,-0.8001811389132237,0.00959925912833586,9,40.0,100.0,file
subject_577,angle_frontal,-0.6546536707079772,0.15830242337545788,6,81.03448275862068,100.0,file
subject_579,angle_frontal,-0.6666670700810451,0.009217525272830304,14,56.94444444444444,100.0,file
subject_580,angle_frontal,-0.3536684836629595,0.2594069345477951,12,50.0,100.0,file
subject_581,angle_frontal,-0.5797710356524484,0.22778395671501606,6,64.44444444444444,100.0,file
subject_582,angle_frontal,0.5097970656333186,0.1322487958212865,10,41.66666666666667,100.0,file
subject_583,angle_frontal,-0.9151515151515152,0.00020447240614883232,10,48.14814814814815,100.0,file
subject_584,angle_frontal,-0.33516483516483514,0.2629431403593601,13,56.451612903225815,100.0,file
subject_585,angle_frontal,0.42023031949290335,0.22660334321039327,10,45.09803921568628,100.0,file
subject_586,angle_frontal,0.9285714285714287,0.0008629681828999772,8,60.526315789473685,100.0,file
subject_587,angle_frontal,0.702731220902536,0.0782374538320716,7,57.77777777777777,100.0,file
subject_588,angle_frontal,0.9230769230769231,1.8621951098680993e-05,12,49.01960784313725,100.0,file
subject_590,angle_frontal,0.6741998624632421,0.022899494551768262,11,54.34782608695651,100.0,file
subject_591,angle_frontal,-0.7075275528876865,0.049628260734861304,8,60.526315789473685,100.0,file
subject_594,angle_frontal,0.7142857142857144,0.046528232284167276,8,55.10204081632652,100.0,file
subject_595,angle_frontal,0.8535639569308375,0.0034182152429017443,9,45.16129032258064,100.0,file
subject_596,angle_frontal,0.9293407568939621,0.00010007953598474823,10,57.14285714285714,100.0,file
subject_597,angle_frontal,0.7333333333333332,0.01580059625057158,10,50.92592592592593,100.0,file
subject_598,angle_frontal,0.596324187835682,0.06881770456580857,10,40.56603773584906,100.0,file
subject_600,angle_frontal,-0.6071428571428572,0.14823116148116158,7,61.386138613861384,100.0,file
subject_602,angle_frontal,-0.6333333333333333,0.06708578689234572,9,53.63636363636364,100.0,file
subject_603,angle_frontal,0.5525171756224401,0.07796465164458329,11,52.51798561151079,100.0,file
subject_604,angle_frontal,0.18499891602515212,0.5860456466673435,11,54.761904761904766,100.0,file
subject_605,angle_frontal,0.4518868007280905,0.22203877371139547,9,54.054054054054056,100.0,file
subject_606,angle_frontal,0.9411239481143202,0.005097540564861477,6,60.71428571428571,100.0,file
subject_607,angle_frontal,0.8060606060606059,0.004862061101964608,10,51.69491525423729,100.0,file
subject_608,angle_frontal,0.7500000000000002,0.05218140045705777,7,62.5,100.0,manual
subject_609,angle_frontal,0.8554904235457214,0.0007844787383942549,11,33.33333333333333,100.0,manual
subject_610,angle_frontal,-0.19162020190612142,0.6494102011224531,8,56.25,100.0,manual
subject_611,angle_frontal,-0.40846083281831924,0.18741773178386265,12,45.0,100.0,manual
subject_612,angle_frontal,-0.7939393939393938,0.0060999233136969115,10,49.056603773584904,100.0,manual
subject_613,angle_frontal,0.316227766016838,0.683772233983162,4,55.00000000000001,70.0,manual
subject_614,angle_frontal,0.7432828570567235,0.008754099821332946,11,47.368421052631575,100.0,manual
subject_615,angle_frontal,-0.2796365500928297,0.43392583967692894,10,78.04878048780488,100.0,manual
subject_616,angle_frontal,-0.006060606060606061,0.9867429111949892,10,47.05882352941176,100.0,manual
subject_617,angle_frontal,-0.07784989441615231,0.830731709159245,10,52.63157894736842,100.0,manual
subject_618,angle_frontal,-0.8807071758072423,0.00015522453975657085,12,48.837209302325576,100.0,manual
subject_619,angle_frontal,0.3214285714285715,0.4820720382996776,7,52.63157894736842,84.21052631578947,manual
subject_620,angle_frontal,-0.4703245379265399,0.14431857875511914,11,53.125,100.0,manual
subject_621,angle_frontal,0.9667265263069179,3.0374096329091224e-07,12,42.10526315789473,100.0,manual
subject_623,angle_frontal,-0.5,0.11730680301423817,11,47.368421052631575,100.0,manual
subject_624,angle_frontal,-0.7928571428571427,0.0004220771851923509,15,28.125,100.0,manual
subject_626,angle_frontal,-0.938705467573384,6.144233588143185e-06,12,46.03174603174603,100.0,file
subject_627,angle_frontal,-0.05454545454545456,0.873446577523315,11,42.72727272727273,100.0,file
subject_628,angle_frontal,-0.11078234188139946,0.7606159189428958,10,43.0,100.0,file
subject_629,angle_frontal,-0.9761904761904763,3.3143960262000996e-05,8,40.0,100.0,file
subject_630,angle_frontal,-0.8535639569308375,0.0034182152429017443,9,39.285714285714285,100.0,file
subject_631,angle_frontal,-0.12871918058696766,0.7413690814813456,9,43.333333333333336,100.0,file
subject_632,angle_frontal,-0.2928895930645031,0.4443546956852246,9,50.0,100.0,file
subject_541,angle_horizontal,-0.21622499104693418,0.6414455093539176,7,35.0,100.0,file
subject_560,angle_horizontal,0.12871918058696766,0.7413690814813456,9,31.25,100.0,file
subject_570,angle_horizontal,0.6546536707079772,0.15830242337545788,6,55.38461538461539,100.0,file
subject_571,angle_horizontal,0.0,1.0,6,64.44444444444444,100.0,file
subject_572,angle_horizontal,-0.7260166027920448,0.003282793447635808,14,38.2716049382716,100.0,file
subject_573,angle_horizontal,0.4628116735064833,0.1112589480385667,13,33.33333333333333,100.0,file
subject_574,angle_horizontal,-0.45420146992971866,0.25824993551060055,8,51.72413793103448,100.0,file
subject_575,angle_horizontal,0.5477225575051661,0.12687036692367107,9,40.0,100.0,file
subject_577,angle_horizontal,0.8857142857142858,0.01884548104956266,6,81.03448275862068,100.0,file
subject_578,angle_horizontal,-0.39520337841945463,0.2583335848059771,10,68.33333333333333,100.0,file
subject_579,angle_horizontal,-0.7016513716782277,0.0035526624981326426,15,56.94444444444444,100.0,file
subject_580,angle_horizontal,0.6504436355879909,0.022008556958211124,12,50.0,100.0,file
subject_581,angle_horizontal,0.6546536707079772,0.15830242337545788,6,64.44444444444444,100.0,file
subject_582,angle_horizontal,-0.9387209722839688,5.726986651435855e-05,10,41.66666666666667,100.0,file
subject_583,angle_horizontal,-0.6227991553292185,0.054438696140665634,10,48.14814814814815,100.0,file
subject_584,angle_horizontal,-0.4401654783045835,0.13226549708781854,13,56.451612903225815,100.0,file
subject_585,angle_horizontal,,,10,45.09803921568628,100.0,file
subject_586,angle_horizontal,0.9027075674773933,0.002137646909108694,8,60.526315789473685,100.0,file
subject_587,angle_horizontal,0.044543540318737404,0.9244555343139822,7,57.77777777777777,100.0,file
subject_588,angle_horizontal,-0.9296005160692783,1.2090577583022408e-05,12,49.01960784313725,100.0,file
subject_590,angle_horizontal,0.30806632821404095,0.3567090515195438,11,54.34782608695651,100.0,file
subject_591,angle_horizontal,-0.6546536707079772,0.07814074941121586,8,60.526315789473685,100.0,file
subject_594,angle_horizontal,0.8247860988423227,0.011742395623903936,8,55.10204081632652,100.0,file
subject_595,angle_horizontal,-0.5477225575051661,0.12687036692367107,9,45.16129032258064,100.0,file
subject_596,angle_horizontal,0.0,1.0,10,57.14285714285714,100.0,file
subject_597,angle_horizontal,-0.8353813836471727,0.0026207057973530352,10,50.92592592592593,100.0,file
subject_598,angle_horizontal,-0.5222329678670935,0.12150291881711323,10,40.56603773584906,100.0,file
subject_600,angle_horizontal,-0.42857142857142866,0.3373683110858241,7,61.386138613861384,100.0,file
subject_601,angle_horizontal,-0.21004785188952266,0.5353170584934902,11,54.67625899280576,100.0,file
subject_602,angle_horizontal,-0.17573375583870182,0.6510838503222887,9,53.63636363636364,100.0,file
subject_603,angle_horizontal,0.04970267328047151,0.8846146582498631,11,52.51798561151079,100.0,file
subject_604,angle_horizontal,0.7583446314747537,0.006829095182167789,11,54.761904761904766,100.0,file
subject_605,angle_horizontal,-0.03333333333333333,0.9321567355405039,9,54.054054054054056,100.0,file
subject_606,angle_horizontal,-0.14285714285714288,0.7871720116618076,6,60.71428571428571,100.0,file
subject_607,angle_horizontal,0.05462309935991352,0.8808678467694372,10,51.69491525423729,100.0,file
subject_608,angle_horizontal,-0.9285714285714288,0.002519472403794688,7,62.5,100.0,manual
subject_609,angle_horizontal,-0.06461347526461296,0.8502967253836617,11,33.33333333333333,100.0,manual
subject_610,angle_horizontal,0.2577900234736241,0.5376312903041891,8,56.25,100.0,manual
subject_611,angle_horizontal,0.23676242006797354,0.4587523557610519,12,45.0,100.0,manual
subject_612,angle_horizontal,-0.3536651113250804,0.31607819910741497,10,49.056603773584904,100.0,manual
subject_613,angle_horizontal,0.7999999999999999,0.2000000000000001,4,55.00000000000001,70.0,manual
subject_614,angle_horizontal,-0.40451991747794525,0.21719492230471585,11,47.368421052631575,100.0,manual
subject_615,angle_horizontal,0.12972986097979458,0.7209439339888961,10,78.04878048780488,100.0,manual
subject_616,angle_horizontal,0.9030303030303028,0.00034361219776328245,10,47.05882352941176,100.0,manual
subject_617,angle_horizontal,0.9483326481409007,2.9285883237761163e-05,10,52.63157894736842,100.0,manual
subject_618,angle_horizontal,0.8266212326392487,0.0009150112679836907,12,48.837209302325576,100.0,manual
subject_619,angle_horizontal,0.6123724356957945,0.1438108087116039,7,52.63157894736842,84.21052631578947,manual
subject_620,angle_horizontal,0.23124864503144013,0.49387285545916265,11,53.125,100.0,manual
subject_621,angle_horizontal,0.8489318669276791,0.00047809471829333825,12,42.10526315789473,100.0,manual
subject_623,angle_horizontal,0.5,0.11730680301423817,11,47.368421052631575,100.0,manual
subject_624,angle_horizontal,-0.13966030675313615,0.6195972233850777,15,28.125,100.0,manual
subject_625,angle_horizontal,-0.08643445205567338,0.7593832121120151,15,36.36363636363637,100.0,manual
subject_626,angle_horizontal,-0.802968683473954,0.0016623310590170872,12,46.03174603174603,100.0,file
subject_627,angle_horizontal,-0.2659359417861562,0.4292895008480529,11,42.72727272727273,100.0,file
subject_628,angle_horizontal,0.9141792475183746,0.00021374925624336475,10,43.0,100.0,file
subject_629,angle_horizontal,0.6904761904761906,0.05799031816457273,8,40.0,100.0,file
subject_630,angle_horizontal,-0.5210268002259311,0.15033481511359326,9,39.285714285714285,100.0,file
subject_631,angle_horizontal,-0.8416254115301731,0.004442222838201251,9,43.333333333333336,100.0,file
subject_632,angle_horizontal,-0.17928429140015906,0.644407157896185,9,50.0,100.0,file
