subject,angle_plane,angle_name,power_source,slope_per_watt,slope_per_100w,slope_per_pct_wmax,slope_per_10pct_wmax,intercept,r_squared,p_value,n_minutes
subject_587,angle_horizontal,Horizontal (Rotation),file,-0.003621659634317856,-0.36216596343178564,-0.008148734177215162,-0.08148734177215163,40.41121659634317,0.059526214202351664,0.5980235892729252,7
subject_588,angle_horizontal,Horizontal (Rotation),file,-0.034479481581973816,-3.4479481581973817,-0.11723023737871101,-1.17230237378711,7.910077978481887,0.8488978579102403,2.073825050368733e-05,12
subject_590,angle_horizontal,Horizontal (Rotation),file,0.013984220907297831,1.398422090729783,0.06432741617357002,0.6432741617357002,12.766272189349113,0.14070216589319995,0.2556609624917625,11
subject_591,angle_horizontal,Horizontal (Rotation),file,-0.007063112326270222,-0.7063112326270221,-0.026839826839826834,-0.26839826839826836,1.9307359307359309,0.38190084089716897,0.10249527980535396,8
subject_594,angle_horizontal,Horizontal (Rotation),file,0.0101698447431489,1.0169844743148901,0.0249161196207148,0.249161196207148,-1.618005626758362,0.5815879962488278,0.027769821525826962,8
subject_595,angle_horizontal,Horizontal (Rotation),file,-0.0010524798154556013,-0.10524798154556013,-0.0032626874279123638,-0.03262687427912364,60.20386389850058,0.2881163494809688,0.1362185628706219,9
subject_596,angle_horizontal,Horizontal (Rotation),file,-0.0001019075825610644,-0.01019075825610644,-0.00033884271201554034,-0.0033884271201554033,-19.906404254641572,0.0011464603038119766,0.9260173763923102,10
subject_597,angle_horizontal,Horizontal (Rotation),file,-0.13757020618945306,-13.757020618945306,-0.3714395567115233,-3.7143955671152327,22.434166383957184,0.49273828649300055,0.023644123714694376,10
subject_598,angle_horizontal,Horizontal (Rotation),file,-0.005165507063040273,-0.5165507063040273,-0.013688593717056724,-0.13688593717056724,-19.177472064094452,0.2531098460889732,0.1382699523673951,10
subject_600,angle_horizontal,Horizontal (Rotation),file,-0.0664795321637427,-6.647953216374269,-0.16786081871345032,-1.678608187134503,28.010058479532166,0.3169574772003077,0.18820464823204502,7
